fish_identifier,SST,MLD,Chl.a,NPP,d20,d18,d12,O2_375m,O2_200m,O2_100m,O2_50m,OCRR_375m,OCRR_200m,OCRR_100m,OCRR_50m,OCRR_total,d13Cdic,d13Cpom,d15Nno3,d15Npom,doxycline,dmaxremin,dnethetero,export_100m,export_dnethetero,Hg0_2x2.5,Hg0_6x7.5,drydep_2x2.5,drydep_6x7.5,wetdep_2x2.5,wetdep_6x7.5,totdep_2x2.5,totdep_6x7.5,d13C_cor,sample_year,region,region.col
107779_118215_,27.15,26.51428571,0.068188571,0.145842857,234.7857143,278.7,418.0142857,190.1428571,193.2285714,210.8714286,207.3714286,881,4.682571429,37.70714286,6.972428571,51.28571429,2.471571429,-19.09,8.506142857,4.172714286,130.6285714,107.5571429,133.3714286,16.18285714,12.47142857,0.93,0.93,1.82,5.69,9.42,8.69,11.24,14.38,-17.4,2013,WPO,seagreen
107780_118216_,26.33571429,36.58571429,0.048081429,0.103265714,235.5,281.8428571,432.3285714,197.3571429,199.3428571,212.3714286,208.8857143,0.767728571,4.370857143,16.86714286,4.534285714,37.47571429,2.432285714,-19.43285714,7.153571429,4.151714286,151.8,120.2714286,138.2414286,10.34857143,9.349857143,0.91,0.91,5.93,5.67,7.16,7.48,13.09,13.15,-17.41,2013,WPO,seagreen
107781_118217_,26.33571429,36.58571429,0.048081429,0.103265714,235.5,281.8428571,432.3285714,197.3571429,199.3428571,212.3714286,208.8857143,0.767728571,4.370857143,16.86714286,4.534285714,37.47571429,2.432285714,-19.43285714,7.153571429,4.151714286,151.8,120.2714286,138.2414286,10.34857143,9.349857143,0.91,0.91,5.93,5.67,7.16,7.48,13.09,13.15,-18.44,2013,WPO,seagreen
107782_118218_,26.33571429,36.58571429,0.048081429,0.103265714,235.5,281.8428571,432.3285714,197.3571429,199.3428571,212.3714286,208.8857143,0.767728571,4.370857143,16.86714286,4.534285714,37.47571429,2.432285714,-19.43285714,7.153571429,4.151714286,151.8,120.2714286,138.2414286,10.34857143,9.349857143,0.91,0.91,5.93,5.67,7.16,7.48,13.09,13.15,-17.94,2013,WPO,seagreen
107784_118220_,24.37,26.09285714,0.139828571,0.191557143,183.4,250.8571429,461.6285714,202,201.9571429,218.3857143,217.1571429,1.0963,4.394285714,49.72285714,15.44228571,63.16428571,2.383285714,-18.60285714,10.58942857,4391,118.8428571,82.37571429,109.1428571,31.13571429,16.26714286,0.9,0.9,6.4,6.23,7.19,7.11,13.59,13.34,-17.66,2013,WPO,seagreen
107785_118221_,24.37,26.09285714,0.139828571,0.191557143,183.4,250.8571429,461.6285714,202,201.9571429,218.3857143,217.1571429,1.0963,4.394285714,49.72285714,15.44228571,63.16428571,2.383285714,-18.60285714,10.58942857,4391,118.8428571,82.37571429,109.1428571,31.13571429,16.26714286,0.9,0.9,6.4,6.23,7.19,7.11,13.59,13.34,-17.13,2013,WPO,seagreen
107786_118222_,24.57285714,24.07285714,0.136442857,0.193285714,184.0857143,251.4857143,462.2,202.0285714,201.9857143,218.3857143,216.9285714,1.185614286,4.821142857,52.12142857,13.72942857,65.11571429,2.383428571,-18.60142857,9.543857143,4.308428571,117.1571429,83.82142857,110.0571429,32.47142857,16.19,0.89,0.89,6.27,5.98,6.94,6.83,13.21,12.81,-17.58,2013,WPO,seagreen
107787_118223_,24.57285714,24.07285714,0.136442857,0.193285714,184.0857143,251.4857143,462.2,202.0285714,201.9857143,218.3857143,216.9285714,1.185614286,4.821142857,52.12142857,13.72942857,65.11571429,2.383428571,-18.60142857,9.543857143,4.308428571,117.1571429,83.82142857,110.0571429,32.47142857,16.19,0.89,0.89,6.27,5.98,6.94,6.83,13.21,12.81,-17.57,2013,WPO,seagreen
107790_118226_19374,27.42857143,38.26857143,0.170814286,0.350957143,217.8571429,250.5857143,348.3285714,168.0714286,192.5,204.7428571,203.2,0.902414286,4809,40.11857143,71.18285714,105.7871429,2552,-17.23857143,14.02142857,7.147428571,232.5714286,39.30857143,76.27571429,39.90285714,31.06857143,0.96,0.96,4.63,4.8,12.14,11.57,16.77,16.37,-15.9679348780488,2013,EPO,blue
107791_118227_19375,27.42857143,38.26857143,0.170814286,0.350957143,217.8571429,250.5857143,348.3285714,168.0714286,192.5,204.7428571,203.2,0.902414286,4809,40.11857143,71.18285714,105.7871429,2552,-17.23857143,14.02142857,7.147428571,232.5714286,39.30857143,76.27571429,39.90285714,31.06857143,0.96,0.96,4.63,4.8,12.14,11.57,16.77,16.37,-16.6,2013,EPO,blue
107793_118229_19377,27.42857143,38.26857143,0.170814286,0.350957143,217.8571429,250.5857143,348.3285714,168.0714286,192.5,204.7428571,203.2,0.902414286,4809,40.11857143,71.18285714,105.7871429,2552,-17.23857143,14.02142857,7.147428571,232.5714286,39.30857143,76.27571429,39.90285714,31.06857143,0.96,0.96,4.63,4.8,12.14,11.57,16.77,16.37,-16.7,2013,EPO,blue
107794_118230_19378,27.42857143,38.26857143,0.170814286,0.350957143,217.8571429,250.5857143,348.3285714,168.0714286,192.5,204.7428571,203.2,0.902414286,4809,40.11857143,71.18285714,105.7871429,2552,-17.23857143,14.02142857,7.147428571,232.5714286,39.30857143,76.27571429,39.90285714,31.06857143,0.96,0.96,4.63,4.8,12.14,11.57,16.77,16.37,-16.2530506521739,2013,EPO,blue
107795_118231_19379,27.42857143,38.26857143,0.170814286,0.350957143,217.8571429,250.5857143,348.3285714,168.0714286,192.5,204.7428571,203.2,0.902414286,4809,40.11857143,71.18285714,105.7871429,2552,-17.23857143,14.02142857,7.147428571,232.5714286,39.30857143,76.27571429,39.90285714,31.06857143,0.96,0.96,4.63,4.8,12.14,11.57,16.77,16.37,-16.8,2013,EPO,blue
107796_118232_19380,27.42857143,38.26857143,0.170814286,0.350957143,217.8571429,250.5857143,348.3285714,168.0714286,192.5,204.7428571,203.2,0.902414286,4809,40.11857143,71.18285714,105.7871429,2552,-17.23857143,14.02142857,7.147428571,232.5714286,39.30857143,76.27571429,39.90285714,31.06857143,NA,NA,NA,NA,NA,NA,NA,NA,-16.2794954054054,2013,EPO,blue
107798_118234_19382,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,0.96,0.96,5.05,5.14,11.43,11.29,16.48,16.43,-16.8794954054054,2013,EPO,blue
107799_118235_19383,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,0.96,0.96,5.05,5.14,11.43,11.29,16.48,16.43,-17.0536202777778,2013,EPO,blue
107800_118236_19384,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,0.96,0.96,5.05,5.14,11.43,11.29,16.48,16.43,-16.5587319607843,2013,EPO,blue
107804_118240_19388,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,NA,NA,NA,NA,NA,NA,NA,NA,-16.5822347727273,2013,EPO,blue
107806_118242_19390,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,0.96,0.96,5.05,5.14,11.43,11.29,16.48,16.43,-15.833245952381,2013,EPO,blue
107809_118245_19393,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,0.96,0.96,5.05,5.14,11.43,11.29,16.48,16.43,-16.1536202777778,2013,EPO,blue
107812_118248_19396,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,0.96,0.96,5.05,5.14,11.43,11.29,16.48,16.43,-16.3496866,2013,EPO,blue
107813_118249_19397,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,0.96,0.96,5.05,5.14,11.43,11.29,16.48,16.43,-16.6794954054054,2013,EPO,blue
107814_118250_19398,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,0.95,0.95,5.44,5.43,10.57,10.57,16.01,16,-16.3,2013,EPO,blue
107815_118251_19399,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,NA,NA,NA,NA,NA,NA,NA,NA,-16.5,2013,EPO,blue
107817_118253_19401,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,0.95,0.95,5.44,5.43,10.57,10.57,16.01,16,-17.8,2013,EPO,blue
107818_118254_19402,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,0.95,0.95,5.44,5.43,10.57,10.57,16.01,16,-17.0060801851852,2013,EPO,blue
107819_118255_19403,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,0.95,0.95,5.44,5.43,10.57,10.57,16.01,16,-17.1060801851852,2013,EPO,blue
107820_118256_19404,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,NA,NA,NA,NA,NA,NA,NA,NA,-16.8580341025641,2013,EPO,blue
107821_118257_19405,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,0.95,0.95,5.44,5.43,10.57,10.57,16.01,16,-16.942090338983,2013,EPO,blue
107822_118258_19406,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,0.95,0.95,5.44,5.43,10.57,10.57,16.01,16,-16.9496866,2013,EPO,blue
107823_118259_19407,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,NA,NA,NA,NA,NA,NA,NA,NA,-16.5,2013,EPO,blue
107824_118260_19408,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,0.95,0.95,5.44,5.43,10.57,10.57,16.01,16,-16.7443536734694,2013,EPO,blue
107825_118261_19409,27.47,42.49,0.147414286,0.310485714,211.6428571,244.2714286,344.1714286,165.6,191.8714286,206.0285714,203.3857143,0.804385714,4.263857143,31.33,54.15,83.21714286,2.560714286,-17.40714286,14.62571429,7.478428571,224.5857143,23.57857143,108.0871429,34.42428571,29.76857143,NA,NA,NA,NA,NA,NA,NA,NA,-16.6,2013,EPO,blue
107826_118262_19410,27.43714286,35.28,0.1716,0.369671429,216.2285714,248.6571429,346.2142857,167.3857143,192.0857143,204.2428571,203.8142857,0.904742857,4.871285714,41.29,71.83285714,108.1142857,2.550714286,-17.18,14.52428571,7.284714286,224.5857143,32.16142857,81.44714286,41.34142857,33.19571429,NA,NA,NA,NA,NA,NA,NA,NA,-17.1,2013,EPO,blue
107827_118263_,29.81714286,21.82428571,0.180942857,0.478557143,181.6142857,201.6714286,296.7428571,172.4857143,173.6571429,194.6428571,202.7285714,0.393571429,1373,45.22714286,67.55285714,106.01,2.474571429,-17.18857143,13.50857143,6.641571429,106.1671429,7.857142857,100.0242857,44.43142857,36.87142857,NA,NA,NA,NA,NA,NA,NA,NA,-16.36,2013,WPO,seagreen
107829_118265_,29.81714286,21.82428571,0.180942857,0.478557143,181.6142857,201.6714286,296.7428571,172.4857143,173.6571429,194.6428571,202.7285714,0.393571429,1373,45.22714286,67.55285714,106.01,2.474571429,-17.18857143,13.50857143,6.641571429,106.1671429,7.857142857,100.0242857,44.43142857,36.87142857,NA,NA,NA,NA,NA,NA,NA,NA,-16.46,2013,WPO,seagreen
107846_118282_,29.61571429,25.52428571,0.172714286,0.4517,178.5571429,197.4142857,284.2428571,166.9142857,173.1142857,194.4428571,203.1428571,0.427142857,1.388142857,44.3,57.00571429,89.34714286,2441,-17.24428571,12.27857143,6.096857143,109.4485714,5,109.9142857,45.67142857,38.09,1.12,1.12,2.25,2.38,16.22,16.36,18.47,18.74,-16.2615662952646,2013,WPO,seagreen
107850_118286_,29.51142857,39.82714286,0.147657143,0.4151,177.4857143,194.9142857,272.2285714,165.5285714,171.9857143,198.9285714,202.4857143,0.425328571,1.367285714,40.96,48.89,79.55428571,2.445428571,-17.29571429,12.39142857,6.064142857,117.2857143,5,112.0814286,41.40571429,35.09857143,NA,NA,NA,NA,NA,NA,NA,NA,-16.68,2013,WPO,seagreen
107856_118292_,29.53857143,32.84142857,0.149114286,0.415842857,177.2714286,195.8,274.0714286,167.2,172.6857143,198.0142857,202.9428571,0.3974,1293,39.19142857,50.34714286,79.05428571,2.456142857,-17.26142857,12.73571429,6.274142857,113.9142857,5,116.69,40.91857143,34.88142857,NA,NA,NA,NA,NA,NA,NA,NA,-16.48,2013,WPO,seagreen
107872_118308_19456,29.34428571,36.70714286,0.126944286,0.316528571,171.5285714,184.0428571,248.6857143,160.7857143,171.5142857,203.3857143,200.4428571,0.491457143,1.824714286,56.39,33.14342857,76.78,2.509285714,-17.78857143,12.12828571,6475,137.8428571,82.65714286,105.2985714,34.33714286,25.49142857,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-16.5536202777778,2012,WPO,seagreen
107873_118313_19461,29.34428571,36.70714286,0.126944286,0.316528571,171.5285714,184.0428571,248.6857143,160.7857143,171.5142857,203.3857143,200.4428571,0.491457143,1.824714286,56.39,33.14342857,76.78,2.509285714,-17.78857143,12.12828571,6475,137.8428571,82.65714286,105.2985714,34.33714286,25.49142857,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-17.3,2012,WPO,seagreen
107874_118314_19462,29.34428571,36.70714286,0.126944286,0.316528571,171.5285714,184.0428571,248.6857143,160.7857143,171.5142857,203.3857143,200.4428571,0.491457143,1.824714286,56.39,33.14342857,76.78,2.509285714,-17.78857143,12.12828571,6475,137.8428571,82.65714286,105.2985714,34.33714286,25.49142857,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-16.4580341025641,2012,WPO,seagreen
107875_118315_19463,29.34428571,36.70714286,0.126944286,0.316528571,171.5285714,184.0428571,248.6857143,160.7857143,171.5142857,203.3857143,200.4428571,0.491457143,1.824714286,56.39,33.14342857,76.78,2.509285714,-17.78857143,12.12828571,6475,137.8428571,82.65714286,105.2985714,34.33714286,25.49142857,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-17.2,2012,WPO,seagreen
107876_118316_19464,29.34428571,36.70714286,0.126944286,0.316528571,171.5285714,184.0428571,248.6857143,160.7857143,171.5142857,203.3857143,200.4428571,0.491457143,1.824714286,56.39,33.14342857,76.78,2.509285714,-17.78857143,12.12828571,6475,137.8428571,82.65714286,105.2985714,34.33714286,25.49142857,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-16.5,2012,WPO,seagreen
107877_118317_19465,29.34428571,36.70714286,0.126944286,0.316528571,171.5285714,184.0428571,248.6857143,160.7857143,171.5142857,203.3857143,200.4428571,0.491457143,1.824714286,56.39,33.14342857,76.78,2.509285714,-17.78857143,12.12828571,6475,137.8428571,82.65714286,105.2985714,34.33714286,25.49142857,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-16.1034577333333,2012,WPO,seagreen
107878_118319_19467,29.34428571,36.70714286,0.126944286,0.316528571,171.5285714,184.0428571,248.6857143,160.7857143,171.5142857,203.3857143,200.4428571,0.491457143,1.824714286,56.39,33.14342857,76.78,2.509285714,-17.78857143,12.12828571,6475,137.8428571,82.65714286,105.2985714,34.33714286,25.49142857,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-17.3,2012,WPO,seagreen
107879_118322_19470,29.25,36.07285714,0.145847143,0.347514286,173.9428571,186.4428571,251.1,160.7142857,171.8142857,202,201.3428571,0.466457143,1.785857143,55.47,41.00342857,83.51428571,2.503857143,-17.54714286,13.75385714,6.883571429,143.8571429,76.80857143,100.8557143,38.62,28.64428571,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-16.9,2012,WPO,seagreen
107880_118323_19471,29.25,36.07285714,0.145847143,0.347514286,173.9428571,186.4428571,251.1,160.7142857,171.8142857,202,201.3428571,0.466457143,1.785857143,55.47,41.00342857,83.51428571,2.503857143,-17.54714286,13.75385714,6.883571429,143.8571429,76.80857143,100.8557143,38.62,28.64428571,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-16.6,2012,WPO,seagreen
107881_118324_19472,29.25,36.07285714,0.145847143,0.347514286,173.9428571,186.4428571,251.1,160.7142857,171.8142857,202,201.3428571,0.466457143,1.785857143,55.47,41.00342857,83.51428571,2.503857143,-17.54714286,13.75385714,6.883571429,143.8571429,76.80857143,100.8557143,38.62,28.64428571,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-17.3,2012,WPO,seagreen
107882_118325_19473,29.25,36.07285714,0.145847143,0.347514286,173.9428571,186.4428571,251.1,160.7142857,171.8142857,202,201.3428571,0.466457143,1.785857143,55.47,41.00342857,83.51428571,2.503857143,-17.54714286,13.75385714,6.883571429,143.8571429,76.80857143,100.8557143,38.62,28.64428571,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-16.333245952381,2012,WPO,seagreen
107883_118327_19475,29.25,36.07285714,0.145847143,0.347514286,173.9428571,186.4428571,251.1,160.7142857,171.8142857,202,201.3428571,0.466457143,1.785857143,55.47,41.00342857,83.51428571,2.503857143,-17.54714286,13.75385714,6.883571429,143.8571429,76.80857143,100.8557143,38.62,28.64428571,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-16.9,2012,WPO,seagreen
107884_118330_19478,29.25,36.07285714,0.145847143,0.347514286,173.9428571,186.4428571,251.1,160.7142857,171.8142857,202,201.3428571,0.466457143,1.785857143,55.47,41.00342857,83.51428571,2.503857143,-17.54714286,13.75385714,6.883571429,143.8571429,76.80857143,100.8557143,38.62,28.64428571,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-16.9,2012,WPO,seagreen
107885_118331_19479,29.25,36.07285714,0.145847143,0.347514286,173.9428571,186.4428571,251.1,160.7142857,171.8142857,202,201.3428571,0.466457143,1.785857143,55.47,41.00342857,83.51428571,2.503857143,-17.54714286,13.75385714,6.883571429,143.8571429,76.80857143,100.8557143,38.62,28.64428571,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-17.7,2012,WPO,seagreen
107886_118332_19480,29.25,36.07285714,0.145847143,0.347514286,173.9428571,186.4428571,251.1,160.7142857,171.8142857,202,201.3428571,0.466457143,1.785857143,55.47,41.00342857,83.51428571,2.503857143,-17.54714286,13.75385714,6.883571429,143.8571429,76.80857143,100.8557143,38.62,28.64428571,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-17,2012,WPO,seagreen
107887_118333_19481,29.25,36.07285714,0.145847143,0.347514286,173.9428571,186.4428571,251.1,160.7142857,171.8142857,202,201.3428571,0.466457143,1.785857143,55.47,41.00342857,83.51428571,2.503857143,-17.54714286,13.75385714,6.883571429,143.8571429,76.80857143,100.8557143,38.62,28.64428571,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-16.9,2012,WPO,seagreen
107888_118336_19484,29.25,36.07285714,0.145847143,0.347514286,173.9428571,186.4428571,251.1,160.7142857,171.8142857,202,201.3428571,0.466457143,1.785857143,55.47,41.00342857,83.51428571,2.503857143,-17.54714286,13.75385714,6.883571429,143.8571429,76.80857143,100.8557143,38.62,28.64428571,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-16.7,2012,WPO,seagreen
107889_118338_19486,29.23,37.26428571,0.157314286,0.358685714,174.3285714,186.7857143,251.0142857,160.5428571,171.7857143,201.2,201.7857143,0.457228571,1767,55.02,46.38285714,88.60571429,2.501142857,-17.38857143,13.65171429,7.019857143,148.1857143,73.9,97.41285714,41.97285714,30.52428571,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-16.4794954054054,2012,WPO,seagreen
107890_118339_19487,29.23,37.26428571,0.157314286,0.358685714,174.3285714,186.7857143,251.0142857,160.5428571,171.7857143,201.2,201.7857143,0.457228571,1767,55.02,46.38285714,88.60571429,2.501142857,-17.38857143,13.65171429,7.019857143,148.1857143,73.9,97.41285714,41.97285714,30.52428571,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-17,2012,WPO,seagreen
107891_118340_19488,29.23,37.26428571,0.157314286,0.358685714,174.3285714,186.7857143,251.0142857,160.5428571,171.7857143,201.2,201.7857143,0.457228571,1767,55.02,46.38285714,88.60571429,2.501142857,-17.38857143,13.65171429,7.019857143,148.1857143,73.9,97.41285714,41.97285714,30.52428571,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-16.9,2012,WPO,seagreen
107892_118341_19489,29.23,37.26428571,0.157314286,0.358685714,174.3285714,186.7857143,251.0142857,160.5428571,171.7857143,201.2,201.7857143,0.457228571,1767,55.02,46.38285714,88.60571429,2.501142857,-17.38857143,13.65171429,7.019857143,148.1857143,73.9,97.41285714,41.97285714,30.52428571,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-16.8,2012,WPO,seagreen
107893_118342_19490,29.23,37.26428571,0.157314286,0.358685714,174.3285714,186.7857143,251.0142857,160.5428571,171.7857143,201.2,201.7857143,0.457228571,1767,55.02,46.38285714,88.60571429,2.501142857,-17.38857143,13.65171429,7.019857143,148.1857143,73.9,97.41285714,41.97285714,30.52428571,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-16.7,2012,WPO,seagreen
107894_118344_19492,29.23,37.26428571,0.157314286,0.358685714,174.3285714,186.7857143,251.0142857,160.5428571,171.7857143,201.2,201.7857143,0.457228571,1767,55.02,46.38285714,88.60571429,2.501142857,-17.38857143,13.65171429,7.019857143,148.1857143,73.9,97.41285714,41.97285714,30.52428571,1.15,1.15,2.68,2.72,16.71,17.54,19.39,20.26,-16.7,2012,WPO,seagreen
